employee_id,department,site,remote,tenure_years,workload,autonomy,training,mentoring,wellbeing,engagement_t1,engagement_t2,performance,left_company
272,Support,Zwolle,Yes,11.0,7.41,1.00,No,Yes,31.0,56.5,59.6,44.3,0
273,Support,Zwolle,No,7.7,5.25,4.29,Yes,No,43.9,46.7,45.6,51.4,0
274,Support,Apeldoorn,No,3.1,9.81,5.56,No,Yes,34.3,60.0,57.5,56.0,1
275,Support,Enschede,No,0.8,6.65,5.28,No,Yes,43.8,59.9,64.4,65.7,1
276,Support,Enschede,No,8.5,5.52,3.35,No,No,45.7,52.0,47.1,58.9,0
277,Support,Deventer,Yes,1.4,4.23,4.56,Yes,Yes,48.4,52.6,55.5,70.6,1
278,Support,Almelo,No,6.9,7.73,3.86,Yes,No,36.7,53.6,57.7,51.2,1
279,Support,Enschede,No,1.3,7.88,4.82,No,No,33.0,50.0,50.1,53.2,1
280,Support,Deventer,Yes,15.5,6.38,1.00,Yes,Yes,37.3,48.5,49.6,35.5,0
281,Support,Enschede,Yes,6.7,8.61,5.04,Yes,No,39.0,50.5,52.6,51.8,0
282,Support,Almelo,Yes,3.5,4.95,1.00,No,No,41.0,64.1,65.7,54.9,0
283,Support,Zwolle,Yes,1.4,7.31,4.27,No,No,47.3,54.5,55.8,58.6,0
284,Support,Zwolle,No,4.5,6.55,4.42,No,Yes,47.5,56.7,61.0,54.8,0
285,Support,Deventer,No,8.7,5.93,5.51,No,No,49.4,59.9,59.2,57.2,0
286,Support,Hengelo,No,6.6,6.82,2.86,Yes,No,35.6,57.4,60.0,59.3,0
287,Support,Enschede,No,0.6,6.31,7.05,No,Yes,49.1,56.1,58.3,58.1,1
288,Support,Apeldoorn,No,2.1,8.40,4.93,Yes,Yes,35.0,60.2,59.8,53.9,1
289,Support,Almelo,No,5.9,7.98,4.49,Yes,Yes,37.4,48.8,53.2,52.9,0
290,Support,Hengelo,Yes,3.3,3.71,5.13,Yes,No,57.8,63.4,65.8,49.6,0
291,Support,Apeldoorn,No,2.3,8.65,3.65,Yes,No,39.7,50.0,54.1,46.3,1
292,Support,Apeldoorn,Yes,1.0,6.70,2.87,No,No,35.7,57.8,56.5,50.8,0
293,Support,Hengelo,No,0.5,4.88,3.89,No,Yes,43.6,50.0,48.9,48.3,0
294,Support,Zwolle,No,28.5,7.21,2.89,No,Yes,42.8,65.9,64.7,55.7,0
295,Support,Hengelo,Yes,9.7,5.40,3.40,No,Yes,52.1,49.3,48.0,62.7,0
296,Support,Hengelo,Yes,3.0,6.96,3.64,Yes,No,44.6,58.3,53.3,38.3,1
297,Support,Enschede,No,8.7,7.69,4.40,Yes,Yes,49.8,65.4,71.9,62.0,1
298,Support,Almelo,No,2.4,8.34,4.96,Yes,No,33.6,51.3,51.2,52.8,0
299,Support,Enschede,Yes,16.5,5.81,4.09,Yes,No,51.5,64.2,64.5,72.3,0
300,Support,Hengelo,No,9.9,9.30,5.09,No,No,32.4,49.4,45.1,56.2,0
301,Support,Apeldoorn,No,6.9,5.65,5.64,Yes,No,40.9,55.4,55.3,59.0,1
302,Support,Hengelo,Yes,4.9,8.45,4.51,Yes,No,47.5,47.7,49.8,53.7,0
303,Support,Zwolle,No,15.2,8.23,2.54,Yes,No,36.8,49.1,50.4,52.3,0
304,Support,Enschede,No,20.2,7.80,4.31,No,No,42.4,57.9,55.4,51.2,0
305,Support,Almelo,No,1.7,4.45,6.09,Yes,Yes,56.7,59.9,63.5,68.7,1
306,Support,Almelo,Yes,3.0,4.83,4.79,Yes,Yes,57.0,49.1,54.8,60.7,1
307,Support,Deventer,Yes,0.4,8.48,2.68,Yes,Yes,41.3,66.6,67.8,57.8,0
308,Support,Zwolle,Yes,1.0,6.79,6.81,Yes,Yes,53.1,63.9,64.2,53.5,0
309,Support,Enschede,Yes,32.0,7.84,6.82,Yes,Yes,63.9,66.1,68.9,61.8,0
310,Support,Almelo,No,2.7,6.63,3.61,No,No,39.9,54.2,54.9,55.3,1
311,Support,Zwolle,Yes,0.8,5.26,5.59,Yes,No,53.6,65.9,67.1,71.9,0
312,Support,Zwolle,No,3.7,8.21,3.39,Yes,Yes,29.5,54.8,65.0,60.6,0
313,Support,Enschede,Yes,0.2,5.90,5.69,Yes,Yes,46.8,56.2,58.1,67.7,0
314,Support,Zwolle,Yes,0.4,7.27,5.18,No,Yes,52.6,57.9,60.8,52.6,1
315,Support,Deventer,Yes,29.4,7.62,5.07,No,No,56.0,52.7,54.8,43.5,0
316,Support,Zwolle,No,0.3,5.58,3.18,No,No,29.6,47.5,46.4,38.6,0
317,Support,Deventer,Yes,0.8,5.72,6.54,No,Yes,55.5,53.8,55.5,59.6,0
318,Support,Deventer,No,12.8,6.42,7.41,No,Yes,55.6,57.5,58.5,58.0,0
319,Support,Zwolle,No,3.7,6.20,4.14,Yes,No,39.9,58.5,58.6,69.1,0
320,Support,Almelo,No,13.9,7.05,4.48,Yes,No,44.2,59.5,62.3,63.1,0
321,Support,Deventer,Yes,1.7,7.61,2.86,No,No,41.1,53.3,56.6,46.1,0
322,Support,Deventer,No,6.2,7.18,4.68,No,Yes,40.6,69.5,71.8,61.8,0
323,Support,Almelo,Yes,2.5,7.25,4.49,Yes,No,40.7,63.3,62.7,63.5,1
324,Support,Almelo,No,5.6,6.46,3.24,No,Yes,40.9,59.0,62.8,59.5,0
325,Support,Apeldoorn,No,13.7,5.94,2.05,Yes,No,36.9,68.1,64.0,42.3,0
326,Support,Zwolle,No,9.4,6.28,7.38,No,Yes,58.4,56.5,54.9,57.4,1
327,Support,Zwolle,No,5.0,6.22,2.84,Yes,No,45.9,64.8,60.7,49.3,1
328,Support,Hengelo,Yes,2.4,6.02,5.21,Yes,No,47.6,60.3,62.3,63.1,0
329,Support,Enschede,No,0.2,7.75,2.97,Yes,No,29.1,57.4,57.7,43.9,1
330,Support,Hengelo,No,17.0,4.37,5.67,Yes,Yes,61.4,58.8,57.7,60.1,0
331,Support,Enschede,Yes,6.1,9.12,3.72,Yes,Yes,36.6,59.0,60.1,63.5,0
332,Support,Apeldoorn,Yes,2.8,6.47,4.00,No,Yes,42.8,57.3,61.3,58.7,0
333,Support,Hengelo,Yes,4.1,7.00,4.16,Yes,No,40.7,59.5,58.7,57.5,1
334,Support,Hengelo,Yes,0.7,6.73,4.76,No,No,41.8,55.6,59.9,54.5,1
335,Support,Hengelo,Yes,31.2,9.05,2.29,No,No,36.4,50.1,50.5,60.5,0
336,Support,Zwolle,No,2.5,7.18,4.00,Yes,Yes,43.2,56.7,58.0,57.6,0
337,Support,Almelo,No,3.2,6.33,3.14,No,Yes,36.2,49.9,51.8,41.7,0
338,Support,Apeldoorn,Yes,0.2,5.83,4.07,No,No,45.5,39.4,41.8,46.8,0
339,Support,Hengelo,Yes,5.1,4.55,3.54,No,Yes,44.9,78.0,75.9,64.7,0
340,Support,Zwolle,Yes,9.2,9.93,2.73,Yes,No,36.1,54.4,49.7,51.4,0
341,Support,Enschede,No,15.6,8.87,2.24,No,No,37.5,59.8,55.3,46.2,1
342,Support,Deventer,No,4.4,7.51,1.72,Yes,No,34.7,55.0,55.8,48.3,1
343,Support,Almelo,Yes,0.9,8.19,3.84,Yes,No,35.1,67.1,71.9,64.8,0
344,Support,Deventer,Yes,7.8,6.02,3.95,Yes,Yes,47.7,51.8,57.8,50.1,1
345,Support,Almelo,Yes,1.2,6.13,5.24,No,Yes,50.7,58.0,59.4,63.9,0
346,Support,Deventer,No,7.1,8.20,3.17,Yes,No,28.9,51.8,54.4,59.5,0
347,Support,Deventer,Yes,5.8,5.73,2.43,No,No,36.6,55.2,60.1,50.7,0
348,Support,Hengelo,Yes,0.7,8.30,6.74,Yes,Yes,42.3,54.1,64.6,65.3,0
349,Support,Enschede,No,0.4,8.81,2.55,Yes,Yes,23.0,49.6,57.2,50.5,0
350,Support,Hengelo,No,7.5,7.26,5.36,No,Yes,39.5,56.5,60.0,67.7,1
351,Support,Almelo,No,0.4,9.25,2.65,No,Yes,28.7,50.5,51.6,56.9,0
352,Support,Zwolle,Yes,2.1,6.56,5.72,No,No,38.6,40.9,41.9,50.3,0
353,Support,Zwolle,No,0.4,6.73,4.16,No,Yes,42.2,54.0,48.4,56.2,0
354,Support,Zwolle,Yes,0.2,5.15,5.34,No,No,48.8,60.2,58.6,56.5,0
355,Support,Almelo,No,18.5,7.21,4.80,No,Yes,41.0,53.3,61.2,54.6,0
356,Support,Zwolle,No,4.9,6.54,4.44,Yes,No,47.5,50.8,54.5,53.5,0
357,Support,Apeldoorn,Yes,6.6,7.84,4.61,Yes,No,43.0,48.8,44.5,49.0,0
358,Support,Deventer,No,0.9,7.01,2.38,No,Yes,38.9,48.5,46.0,43.0,0
359,Support,Apeldoorn,No,0.2,6.71,3.22,No,Yes,32.4,56.2,57.5,55.5,1
360,Support,Apeldoorn,Yes,0.6,7.18,4.70,No,Yes,37.6,46.0,49.0,68.9,1
361,Support,Almelo,No,12.6,8.30,3.77,No,Yes,41.1,68.0,68.0,53.6,0
362,Support,Enschede,Yes,1.2,6.20,2.97,No,No,31.3,63.1,61.8,57.3,1
363,Support,Zwolle,No,12.4,4.90,5.58,No,Yes,49.3,51.7,52.6,63.0,0
364,Support,Zwolle,Yes,0.2,7.02,1.68,No,No,41.3,54.4,55.1,49.7,1
365,Support,Deventer,No,4.1,5.78,4.11,Yes,Yes,43.4,59.3,67.1,51.3,0
366,Support,Hengelo,No,2.3,8.09,2.08,No,No,31.1,57.6,53.2,42.9,1
367,Support,Apeldoorn,No,2.7,7.40,5.54,Yes,Yes,41.4,51.2,61.7,50.3,0
368,Support,Hengelo,No,0.2,5.52,2.30,No,No,43.4,50.2,47.5,50.6,0
369,Support,Apeldoorn,No,3.1,9.24,6.84,No,No,42.6,63.3,65.2,66.1,1
370,Support,Hengelo,No,3.7,6.79,3.53,No,Yes,35.3,53.4,61.6,65.1,1
371,Support,Hengelo,No,2.4,7.85,2.23,Yes,Yes,30.1,49.2,56.1,46.1,1
372,Support,Zwolle,Yes,13.5,6.75,5.39,No,Yes,47.3,54.3,58.2,63.1,0
373,Support,Hengelo,Yes,2.5,6.90,3.81,Yes,Yes,42.5,58.5,63.6,52.6,1
374,Support,Zwolle,No,4.5,6.56,2.84,No,Yes,38.1,55.0,55.1,41.4,0
375,Support,Hengelo,No,1.6,7.13,2.48,No,No,33.5,48.7,45.3,41.8,0
376,Support,Apeldoorn,No,0.2,8.24,5.51,Yes,Yes,36.4,59.4,65.5,55.7,1
377,Support,Almelo,Yes,2.0,6.88,8.64,Yes,No,55.7,56.4,57.2,62.9,0
378,Support,Apeldoorn,No,5.8,7.39,3.43,No,Yes,25.7,51.5,48.5,43.0,0
379,Support,Zwolle,No,7.1,6.99,5.89,Yes,No,45.2,51.1,53.2,63.9,1
380,Support,Zwolle,Yes,7.3,6.00,2.49,No,No,47.3,66.2,66.7,54.2,0
381,Marketing,Almelo,Yes,0.7,6.58,5.08,Yes,Yes,37.9,53.8,59.8,51.3,0
382,Marketing,Apeldoorn,Yes,1.7,4.86,5.08,No,No,48.9,63.3,64.9,51.2,0
383,Marketing,Almelo,No,11.7,6.56,6.76,No,No,54.8,47.4,53.6,48.1,0
384,Marketing,Almelo,Yes,0.2,3.25,3.48,No,No,52.6,66.0,66.8,64.7,0
385,Marketing,Zwolle,No,16.3,5.51,4.49,Yes,No,43.8,49.0,47.0,51.8,0
386,Marketing,Zwolle,No,7.3,7.33,3.23,Yes,No,39.5,61.5,61.6,53.5,0
387,Marketing,Hengelo,Yes,4.5,7.72,4.97,Yes,No,45.4,56.6,60.2,54.1,1
388,Marketing,Deventer,No,17.9,4.96,7.05,Yes,No,59.7,57.5,60.7,78.6,0
389,Marketing,Apeldoorn,No,1.8,7.67,5.93,No,No,52.4,65.9,63.6,67.1,1
390,Marketing,Enschede,Yes,15.3,4.77,7.76,No,Yes,53.3,61.3,61.2,66.2,0
391,Marketing,Zwolle,No,23.9,5.04,6.62,Yes,No,62.6,60.2,65.4,66.4,0
392,Marketing,Zwolle,No,0.5,5.61,6.25,No,No,43.2,56.7,57.5,58.4,0
393,Marketing,Almelo,Yes,4.9,7.59,6.57,Yes,Yes,45.7,61.8,62.6,65.1,0
394,Marketing,Hengelo,No,4.8,5.68,6.05,Yes,Yes,41.9,61.4,70.5,55.2,0
395,Marketing,Almelo,Yes,0.2,3.58,6.60,Yes,Yes,54.5,48.6,51.7,55.9,0
396,Marketing,Apeldoorn,Yes,6.7,6.17,5.94,Yes,No,49.4,64.2,64.0,61.3,1
397,Marketing,Zwolle,No,1.1,8.92,6.34,No,No,36.7,55.5,46.3,59.9,1
398,Marketing,Apeldoorn,No,5.9,6.70,2.98,No,Yes,38.5,55.3,58.1,60.6,0
399,Marketing,Enschede,No,7.1,5.57,4.60,Yes,Yes,47.2,53.5,65.9,60.5,0
400,Marketing,Almelo,No,3.0,5.35,6.06,No,Yes,47.0,49.7,48.9,62.8,0
401,Marketing,Deventer,No,5.4,5.94,7.44,Yes,No,52.4,61.9,65.7,59.8,0
402,Marketing,Enschede,No,5.9,7.23,4.71,Yes,No,37.2,64.2,65.4,72.9,0
403,Marketing,Enschede,No,1.4,9.09,6.14,Yes,Yes,31.3,59.4,58.7,62.0,0
404,Marketing,Apeldoorn,Yes,15.3,4.98,5.85,Yes,No,57.7,60.6,60.7,56.8,0
405,Marketing,Almelo,No,4.5,6.10,4.34,No,Yes,33.0,57.7,57.1,56.8,1
406,Marketing,Apeldoorn,No,4.4,4.06,6.85,Yes,No,50.5,54.5,54.3,54.8,0
407,Marketing,Enschede,Yes,4.1,5.17,6.81,Yes,No,51.7,66.7,64.4,66.0,1
408,Marketing,Deventer,Yes,5.1,5.47,7.23,Yes,Yes,54.6,67.2,74.5,77.7,0
409,Marketing,Zwolle,No,3.1,8.03,7.23,No,No,41.5,45.4,44.8,49.0,1
410,Marketing,Almelo,No,6.1,6.08,4.52,No,Yes,42.5,56.9,62.5,59.5,1
411,Marketing,Apeldoorn,Yes,3.6,5.51,4.99,No,Yes,43.4,57.4,55.2,51.7,0
412,Marketing,Hengelo,No,0.7,7.37,4.78,No,Yes,38.9,53.2,53.8,60.2,0
413,Marketing,Apeldoorn,No,2.9,4.87,4.72,Yes,Yes,56.1,62.7,62.6,59.9,0
414,Marketing,Deventer,No,1.1,7.38,6.20,No,No,48.4,52.8,62.0,68.3,0
415,Marketing,Hengelo,No,32.0,5.36,3.55,Yes,Yes,48.3,68.4,73.2,62.1,0
416,Marketing,Apeldoorn,No,0.3,6.30,5.48,Yes,No,40.4,40.9,45.1,56.6,1
417,Marketing,Apeldoorn,No,1.8,7.28,4.02,Yes,Yes,32.7,58.8,66.4,65.0,1
418,Marketing,Zwolle,Yes,9.1,5.15,4.61,No,Yes,42.9,65.3,65.7,69.8,0
419,Marketing,Almelo,No,1.0,5.84,6.46,Yes,Yes,47.8,64.6,69.1,80.7,1
420,Marketing,Almelo,No,0.3,4.83,7.00,No,No,47.2,57.4,59.2,64.2,0
421,Marketing,Apeldoorn,No,7.7,5.65,3.22,No,Yes,49.5,56.5,53.6,57.8,0
422,Marketing,Hengelo,No,2.5,5.21,4.45,Yes,Yes,49.0,53.0,58.6,69.8,0
423,Marketing,Almelo,Yes,14.8,8.58,5.15,No,No,49.4,62.3,62.4,52.9,0
424,Marketing,Apeldoorn,Yes,2.6,7.41,3.85,Yes,No,44.7,56.8,58.5,56.9,0
425,Marketing,Enschede,Yes,2.0,5.70,2.62,Yes,No,46.8,57.7,62.1,68.8,0
426,Marketing,Apeldoorn,No,4.5,4.63,6.07,Yes,Yes,58.1,63.2,68.5,71.2,0
427,Marketing,Almelo,No,10.7,8.21,6.90,Yes,Yes,57.3,69.3,77.9,64.7,0
428,Marketing,Apeldoorn,No,0.5,4.28,6.32,No,Yes,53.4,61.6,62.0,61.8,0
429,Marketing,Hengelo,No,2.8,6.16,4.00,Yes,Yes,38.0,52.0,57.1,41.5,1
430,Marketing,Hengelo,Yes,5.9,5.42,5.05,Yes,No,55.1,59.6,62.6,61.0,1
431,Marketing,Almelo,Yes,8.9,6.98,5.83,No,Yes,55.0,66.8,66.1,61.7,0
432,Marketing,Almelo,Yes,1.5,4.32,3.98,Yes,No,54.8,61.3,59.6,58.5,0
433,Marketing,Zwolle,Yes,5.9,6.40,3.83,No,Yes,46.9,56.7,55.3,52.7,0
434,Marketing,Apeldoorn,No,3.1,6.85,8.00,No,No,47.9,56.2,54.7,61.2,0
435,Marketing,Zwolle,Yes,7.8,6.25,6.58,No,Yes,56.1,57.2,61.2,58.4,0
436,Marketing,Almelo,Yes,11.5,7.36,3.98,No,No,40.2,54.0,53.6,45.0,0
437,Marketing,Enschede,No,14.9,6.54,5.70,Yes,No,53.5,56.0,55.4,56.4,0
438,Marketing,Almelo,No,3.8,6.15,2.13,No,Yes,41.2,60.1,57.9,45.6,0
439,Marketing,Zwolle,No,1.8,4.74,6.69,No,Yes,51.3,60.8,61.8,49.4,0
440,Marketing,Enschede,Yes,7.8,7.50,6.45,Yes,No,46.4,57.4,59.0,65.8,0
441,Marketing,Almelo,No,9.8,5.54,5.48,No,No,53.3,67.8,72.3,78.7,0
442,Marketing,Hengelo,No,22.6,6.71,5.13,No,No,39.3,57.4,58.6,53.8,0
443,Marketing,Hengelo,No,0.2,8.53,6.58,Yes,Yes,46.7,49.8,50.5,52.3,1
444,Marketing,Deventer,No,10.6,5.23,3.65,Yes,Yes,42.4,53.2,51.6,61.8,0
445,Marketing,Hengelo,No,4.5,5.98,6.62,Yes,Yes,50.5,64.6,68.0,62.6,0
446,Marketing,Apeldoorn,No,2.4,5.27,4.50,Yes,No,37.6,52.1,57.9,56.0,1
447,Marketing,Hengelo,Yes,0.7,4.71,7.22,No,Yes,62.8,58.3,58.4,58.4,0
448,Marketing,Enschede,No,5.6,6.73,4.21,No,Yes,48.5,54.3,54.3,43.8,1
449,Marketing,Enschede,No,2.1,5.57,6.18,Yes,No,44.6,55.6,53.8,65.5,0
450,Marketing,Almelo,No,3.8,7.51,3.81,Yes,Yes,41.9,59.6,65.3,59.4,0
451,Marketing,Deventer,No,1.0,6.45,4.80,No,Yes,39.6,70.9,69.8,64.9,0
452,Marketing,Zwolle,No,11.7,6.43,3.42,No,No,45.6,56.4,58.1,44.7,0
453,Marketing,Enschede,No,9.8,7.54,7.79,No,No,56.8,44.0,45.9,56.5,0
454,Marketing,Apeldoorn,No,3.1,5.25,4.58,No,No,45.9,62.2,56.0,58.2,0
455,Marketing,Almelo,Yes,1.6,7.49,6.55,No,No,46.6,50.8,44.7,56.8,0
456,Marketing,Deventer,No,4.3,7.70,4.59,No,No,40.3,52.8,52.3,62.1,0
457,Marketing,Zwolle,Yes,5.5,5.46,7.09,No,No,57.3,47.0,49.3,54.2,0
458,Marketing,Enschede,No,6.0,6.02,6.84,No,Yes,39.9,43.9,50.5,41.9,0
459,Marketing,Apeldoorn,No,12.8,5.75,5.37,No,No,45.9,61.2,62.3,59.0,0
460,Marketing,Almelo,No,1.2,6.07,6.60,Yes,No,43.4,57.5,60.3,68.0,0
461,Marketing,Almelo,No,11.5,5.04,7.13,Yes,Yes,66.1,60.0,63.1,65.7,0
462,Marketing,Apeldoorn,No,15.8,6.51,4.38,Yes,Yes,38.2,49.1,51.6,56.0,0
463,Marketing,Apeldoorn,No,3.7,7.08,5.33,Yes,Yes,42.7,67.6,74.0,71.9,0
464,Marketing,Deventer,No,0.9,5.70,3.96,Yes,Yes,41.1,55.5,63.7,52.1,1
465,Marketing,Almelo,Yes,10.8,6.84,4.41,No,No,49.2,56.8,56.5,60.9,0
466,Marketing,Hengelo,No,1.3,4.87,5.64,Yes,No,46.2,51.8,52.5,68.5,0
467,Marketing,Deventer,Yes,8.2,7.64,2.87,No,Yes,40.9,51.9,52.0,52.3,1
468,Marketing,Deventer,No,5.5,7.82,7.18,Yes,Yes,46.2,60.1,66.8,59.0,0
469,Marketing,Almelo,Yes,0.7,5.02,4.07,Yes,No,49.1,74.1,76.1,58.6,0
470,Marketing,Almelo,Yes,13.7,6.45,5.64,No,No,48.1,33.3,39.6,51.6,0
471,Marketing,Hengelo,No,10.6,6.86,5.71,No,No,48.1,57.4,58.1,61.0,0
472,Marketing,Deventer,No,2.5,6.09,5.39,Yes,No,46.9,57.1,59.5,58.4,0
473,Marketing,Apeldoorn,Yes,8.2,7.62,3.07,Yes,Yes,42.9,47.8,56.8,60.6,0
474,Marketing,Enschede,Yes,0.2,8.51,6.75,No,Yes,53.0,41.0,43.1,38.9,0
475,Marketing,Enschede,No,8.1,5.74,4.28,No,No,53.8,64.6,68.4,63.3,0
476,Marketing,Enschede,Yes,3.7,4.00,3.62,No,Yes,46.8,73.7,77.5,63.0,0
477,Marketing,Zwolle,No,5.4,5.78,3.65,No,No,42.6,53.4,52.3,55.1,0
478,Marketing,Hengelo,Yes,6.1,4.50,4.46,No,No,59.8,60.7,55.8,55.3,0
479,Marketing,Zwolle,No,12.7,5.70,5.42,Yes,No,46.9,53.7,55.8,61.3,0
480,Marketing,Deventer,No,2.2,8.73,6.49,No,Yes,37.8,53.7,56.3,59.6,0
